MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,HeavyAtomCount,MolLogP,MolMR,label_cutoff_50%,smile
11.880950491307635,-3.6606481481481468,11.880950491307635,0.03178240740740779,0.7871395577774678,250.28300000000004,240.20299999999997,250.05244656,88,0.2637233954888739,-0.3987277171274398,0.3987277171274398,0.2637233954888739,1.0588235294117647,1.6470588235294117,2.235294117647059,32.23327104557695,10.319170390655488,2.1415057650483527,-2.0546834089334247,2.1367107504733887,-2.142824542936217,7.923068764373245,0.6005673369912372,2.285509074399646,595.9628413066204,12.303118619434356,8.737974215908514,9.55447079683624,8.077316827624754,4.731902005098875,6.215065252693267,3.24693262826508,4.929334869674595,1.9818256722069898,3.3258965641558547,-2.15,7471.4145632394,11.338809720466916,4.380095906611953,2.6977263506132765,98.57832206048985,17,0.8596000000000001,63.69490000000001,1,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
14.06854969765684,-1.7365599017384736,14.06854969765684,0.061492373183842375,0.648649936215886,303.681,292.593,303.053445112,108,0.22595283837058852,-0.3935666899883442,0.3935666899883442,0.22595283837058852,1.5,2.25,2.9,35.49570160629329,10.143353716662391,2.4502192281561954,-2.1450829427916758,2.336049468083741,-2.3003268555023593,6.283095411944586,-0.04590427928727549,2.0706641278559674,653.0999260663426,14.438793109825921,10.01866720580637,10.774596151824825,9.524075805453153,5.76619218409567,6.1441566571048964,4.38462199119951,4.722683693090917,3.1690148083897105,3.338045659335413,-1.5500000000000003,48948.28904716982,13.433853515940244,4.774038711862521,1.9008817218355494,116.52072798085469,20,-0.34940000000000027,66.644,1,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
11.888543083900228,-3.6448148148148136,11.888543083900228,0.11791950113378746,0.804736706639606,253.28300000000002,242.19499999999996,253.052112212,90,0.26263766546728673,-0.3987277171275083,0.3987277171275083,0.26263766546728673,1.2941176470588236,1.9411764705882353,2.4705882352941178,32.23327100516001,10.319156978539294,2.151313424430646,-2.040786898072918,2.1624639396955914,-2.1257039155277844,7.9231786451482735,0.40001198891574996,2.276726283674452,616.5006093542685,12.466255326250886,9.044308372493166,9.860804953420892,7.971163677742107,4.789279361444521,6.2724426090389125,3.4973370282410308,5.17973926965055,2.05729948012662,3.427934409355713,-2.02,7651.767069493676,11.464961646363335,4.095983503072133,2.5628629762604866,98.46930176378612,17,1.3660199999999998,62.90290000000002,1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
4.336519274376418,0.9327052626606199,4.336519274376418,0.9327052626606199,0.6910509635760046,160.22000000000003,148.124,160.100048384,62,0.10083906625758018,-0.37169973881362073,0.37169973881362073,0.10083906625758018,1.25,2.0833333333333335,2.75,15.056831487113293,10.138898097587456,2.0382080776522717,-2.0045770775181295,2.0092327579355382,-2.198557276306641,5.8510858619037345,0.9531203471851453,2.036479851021026,277.1498704898862,8.225768350244728,6.955285285007731,6.955285285007731,5.949489742783179,4.261178338069598,4.261178338069598,2.917566608185206,2.917566608185206,1.9579181760953355,1.9579181760953355,-1.31,1201.0075470674115,7.345075038728604,3.390937134637743,1.6421649947065866,72.33052509302233,12,1.2308,50.450700000000026,1,c1ccc(CC2=NCCN2)cc1
11.263326247165534,0.23041950113378684,11.263326247165534,0.23041950113378684,0.6472008557238369,176.21900000000002,164.123,176.094963004,68,0.2224138123975083,-0.3386463313109148,0.3386463313109148,0.2224138123975083,1.6153846153846154,2.4615384615384617,3.0,16.153563502816432,10.081087421380056,2.2801333481071095,-2.18846882949393,2.2969564646509153,-2.2190278464542676,5.782092296903337,-0.1272223836197577,2.236360159695857,309.96060133940625,9.259148545064338,7.603640389785005,7.603640389785005,6.287693700234704,4.444034959231595,4.444034959231595,3.345475184399548,3.345475184399548,2.5617311779403185,2.5617311779403185,-1.38,1536.3686534734218,8.22879895318728,3.1656496783528167,1.414422843770367,77.3912862891444,13,1.3749,48.982000000000035,1,CN1C(=O)CCC1c1cccnc1
7.325435090702948,-0.01972222222222264,7.325435090702948,0.01972222222222264,0.6832759990909639,176.219,164.12299999999996,176.094963004,68,0.28225116958539376,-0.4550553184950255,0.4550553184950255,0.28225116958539376,1.3076923076923077,2.0,2.5384615384615383,16.521098483112528,10.048926824658997,2.286483886930309,-2.120530013389307,2.2443714357103737,-2.236712738540307,5.725209229319931,0.20796522571987078,2.2271242420459676,309.96060133940625,9.259148545064338,7.4497001747912455,7.4497001747912455,6.270856947829096,4.338543879862993,4.338543879862993,3.2112721401972477,3.2112721401972477,2.185812816280546,2.185812816280546,-1.5099999999999998,1451.644963716997,8.104871400723463,3.0883626680736613,1.494899366370232,77.23409883593389,13,1.67077,50.592400000000026,1,CC1NC(=N)OC1c1ccccc1
9.296142290249433,0.2966402116402118,9.296142290249433,0.2966402116402118,0.6468452624532928,176.21899999999997,164.12299999999996,176.094963004,68,0.11583814000409359,-0.5079413894628015,0.5079413894628015,0.11583814000409359,1.3846153846153846,2.230769230769231,3.0,16.254672743640516,10.113649905774942,2.0218587178086858,-1.958270089595389,2.222394667341448,-2.0118191506760934,5.84029618295658,0.4759096252819982,2.576000355142546,419.7820090914246,9.259148545064338,7.248178503821183,7.248178503821183,6.30886175028988,4.300792619709327,4.300792619709327,3.0824754032497945,3.0824754032497945,2.1646815965497432,2.1646815965497432,-1.48,1482.8886713969534,8.133459359593342,3.106142907779237,1.3804487713452729,76.1862367502484,13,1.3747,52.721900000000026,0,NCCc1c[nH]c2ccc(O)cc12
11.805873015873017,-1.2819784580498863,11.805873015873017,0.21004629629629612,0.3171885475366423,288.281,276.185,288.04160710400004,104,0.37785363662341237,-0.4765373087421193,0.4765373087421193,0.37785363662341237,1.5789473684210527,2.210526315789474,2.6842105263157894,32.166710930773,9.92013380340172,2.5714793135679983,-2.4304333408581784,2.496848884360912,-2.602835478590068,8.036739874384045,-0.15624623651180114,2.212706080901121,488.41154924230983,14.317472766266278,9.86100513261071,10.677501713538437,8.8411117128495,5.387944407456673,6.267597218711568,4.153804545151118,5.3652901230271794,2.914582805778539,4.255829031630637,-1.7399999999999998,13749.064957143824,13.686119493407269,4.741167442748035,2.1451565993290553,111.71005009917218,19,-0.2959300000000001,64.36510000000001,0,CC(O)C1C(=O)N2C(C(=O)O)=C(COC(=N)O)SC12
9.517752976190476,-0.18847222222222237,9.517752976190476,0.01722600151171605,0.7733612497215704,236.23100000000002,224.135,236.090940244,90,0.24243874697318593,-0.49160384903248544,0.49160384903248544,0.24243874697318593,1.3529411764705883,2.235294117647059,3.0,16.52603073465697,10.224317528486258,2.2719940434880814,-2.1304040012611782,2.305313190246122,-2.1362988076026936,5.749879963747819,-0.020675632645237117,1.9870447319479303,541.3305738992902,11.828062645816686,9.022251283781758,9.022251283781758,8.292024997884274,5.421405595685159,5.421405595685159,3.993994718075127,3.993994718075127,2.9384718100911527,2.9384718100911527,-1.73,16439.15387566651,10.425630003932902,3.935096028973356,1.6331195862845582,96.71203565403403,17,0.20180000000000003,57.217600000000026,0,OCC1CCC(n2cnc3c(O)ncnc32)O1
12.544136432350719,-3.7952546296296297,12.544136432350719,0.15370984504913077,0.6721670015102429,300.296,288.20000000000005,300.05284048399994,108,0.32769113697001484,-0.47966933031998454,0.47966933031998454,0.32769113697001484,1.6,2.3,2.8,32.22823944514831,9.962358495983251,2.6957845903122237,-2.3514619797615355,2.4618735304901715,-2.575510293317214,7.934634544852294,-0.1572491097292802,2.097498683882936,684.5109353405426,14.706742302257043,10.500924068950706,11.317420649878432,9.287529253004426,5.903683624103456,7.4500031020250175,5.1588664399185244,7.7256625060604955,3.9940238294348713,6.756487121895957,-1.9700000000000002,30610.027769942626,13.03356205581792,3.7788338278898443,1.3905939861083896,113.637122738197,20,-1.523199999999998,64.02160000000002,0,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O
